sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,last_non_special_token,ending_motif,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,max_parenthesis_depth,max_bracket_depth,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag,filter_status,filter_reason,research_status,validation_status
704,CC(=O)Oc1ccccc1C(=O)N,21,0,22.0,,<eos>,eos,<bos> C C ( = O ) O c 1 c c c c c 1 C ( = O ) N <eos> N s c 1 C 1 <eos> C <eos> <eos> C <eos> O 1 1 <eos> <eos> = O <eos> c 1 c 2 c 1 = O C C O c c 3 n C C C c 2 O C H 1 c 1 C [ C C C ] 2 1 C 1 C C H = C C ( O ) C H C 1 O 1 2 1 C 1 - O 1 n - c r - O F [ l = N o r - F s 3 c n,15 15 5 13 19 6 19 23 8 23 23 23 23 23 8 15 5 13 19 6 18,N,=O)N,0,0,,0,1,0,CC(=O)Oc1ccccc1C(N)=O,True,True,1,True,,179.17,0.711,69.39,1.0,3.0,2.0,0.5366,1.6474,True,0.9001,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
328,C=CNC1(C(C)C(C)C(=O)NC(=O)NC1=O)c1OCC1,38,0,39.0,,<eos>,eos,<bos> C = C N C 1 ( C ( C ) C ( C ) C ( = O ) N C ( = O ) N C 1 = O ) c 1 O C C 1 <eos> <eos> O N O C <eos> <eos> = O 1 O C c c c c 3 c C 1 C C [ C 2 ] C 2 1 H C ( C C O C 1 C 1 C O ( C ( C ( O O ) O [ C 2 ] N 1 C 2 ) O 1 s N c s O n 1 S r c N ( # F ) ) c 3 ),15 13 15 18 15 8 5 15 5 15 6 15 5 15 6 15 5 13 19 6 18 15 5 13 19 6 18 15 8 13 19 6 23 8 19 15 15 8,1,OCC1,0,0,,0,2,0,C=CNC1(C2CCO2)C(=O)NC(=O)NC(=O)C(C)C1C,True,True,1,True,,281.31,-0.115,96.53,3.0,5.0,3.0,0.6703,4.7161,True,0.8988,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
835,CC(C)C(=O)NOC(=O)C1CC1C,23,0,24.0,,<eos>,eos,<bos> C C ( C ) C ( = O ) N O C ( = O ) C 1 C C 1 C <eos> C C <eos> C 1 C C C C c 1 <eos> C 1 = C O C ( C ( C ( C ( C C ( c O ) C ) C C C O C ) C 2 ) C 1 = O ) O C O C ( C O C C ) C ( C ( C ) H C 2 1 ) [ N 1 C ] <eos> O 1 c B o 4 F l F [ N O - o F s 1 = B o #,15 15 5 15 6 15 5 13 19 6 18 19 15 5 13 19 6 15 8 15 15 8 15,C,CC1C,0,0,,0,1,0,CC(C)C(=O)NOC(=O)C1CC1C,True,True,1,True,,185.22,0.873,55.4,1.0,3.0,2.0,0.6494,3.4804,True,0.8984,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
343,Cc1cccc(C)c1N1C(=O)c2ccc(N)cc2C1=O,34,0,35.0,,<eos>,eos,<bos> C c 1 c c c c ( C ) c 1 N 1 C ( = O ) c 2 c c c ( N ) c c 2 C 1 = O <eos> <eos> C 1 C c 1 <eos> <eos> c C <eos> ( C ) C <eos> 2 C H c ( C c C ) c 2 <eos> C C 1 C ( H O ( O ) C C ( = O ) C O - C ) [ C 2 H ] 2 1 = [ N 1 C ] r O 1 <eos> = n 2 F = F c O o c r N [ H 2 ] <eos> #,15 23 8 23 23 23 23 5 15 6 23 8 18 8 15 5 13 19 6 23 9 23 23 23 5 18 6 23 23 9 15 8 13 19,O,C1=O,0,0,,0,1,0,Cc1cccc(C)c1N1C(=O)c2ccc(N)cc2C1=O,True,False,2,False,,266.3,2.686,63.4,1.0,3.0,1.0,0.6373,2.0615,True,0.8942,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
976,Nc1ccc2c(c1)NC(=C)c1ccc[cH]1CC(=O)N2,36,0,37.0,,<eos>,eos,<bos> N c 1 c c c 2 c ( c 1 ) N C ( = C ) c 1 c c c [ c H ] 1 C C ( = O ) N 2 <eos> C N 2 C N c ( c 2 ) <eos> c <eos> c 2 C c C c 2 c <eos> 1 c 1 <eos> <eos> <eos> H C <eos> ( O ) C C [ C ] 1 ( C ) C ( C C ) C O C 1 C 1 = [ N ] 1 <eos> <eos> O 1 O 4 l C = s N S s B l s ( r # c 4 c ),18 23 8 23 23 23 9 23 5 23 8 6 18 15 5 13 15 6 23 8 23 23 23 21 23 17 22 8 15 15 5 13 19 6 18 9,2,O)N2,0,0,,0,1,1,C=C1Nc2cc(N)ccc2NC(=O)CC2C=CC=C12,True,True,1,True,,253.3,2.649,67.15,3.0,3.0,0.0,0.6226,4.1201,True,0.8922,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
152,CC(C)OC(=O)C1CNC(COCCC1),24,0,25.0,,<eos>,eos,<bos> C C ( C ) O C ( = O ) C 1 C N C ( C O C C C 1 ) <eos> <eos> 1 1 <eos> C <eos> C <eos> C <eos> <eos> <eos> C <eos> <eos> O <eos> O C <eos> 2 C ( C O C 1 ) C c C [ C O C ] C O C C [ C 1 H O ( C O ) C ( = O ) C H C ] C ( O ) C 1 C 1 2 [ N 1 C ] 3 O 1 s B o l - c F n O B F r B H F n r c o,15 15 5 15 6 19 15 5 13 19 6 15 8 15 18 15 5 15 19 15 15 15 8 6,),CC1),0,0,,0,1,0,CC(C)OC(=O)C1CCCOCCNC1,True,True,1,True,,215.29,0.954,47.56,1.0,4.0,2.0,0.6968,3.2524,True,0.8901,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
265,Nc1ncnc2sc3c(c12)CC1CC(C3)N1,28,0,29.0,,<eos>,eos,<bos> N c 1 n c n c 2 s c 3 c ( c 1 2 ) C C 1 C C ( C 3 ) N 1 <eos> 1 C C C c O C c C 1 <eos> C O <eos> C <eos> N <eos> O 1 C C 1 c C c <eos> <eos> c C <eos> c 1 2 2 H C 2 c O 2 C [ C O C ] H 1 C <eos> H ( = C ) C O C H <eos> 1 2 1 N 1 C 2 # O 1 <eos> F r S O <eos> F S <eos> = N n <eos> H # C ( F ),18 23 8 25 23 25 23 9 28 23 10 23 5 23 8 9 6 15 15 8 15 15 5 15 10 6 18 8,1,3)N1,0,0,,0,1,0,Nc1ncnc2sc3c(c12)CC1CC(C3)N1,True,True,1,True,,232.31,1.103,63.83,2.0,5.0,0.0,0.7137,4.4714,True,0.8849,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
551,COC(=O)c1ccccc1CC1COCCOCcC1,27,0,28.0,,<eos>,eos,<bos> C O C ( = O ) c 1 c c c c c 1 C C 1 C O C C O C c C 1 <eos> C C <eos> C <eos> C c C <eos> C <eos> = O <eos> C c C C 1 C = O c O N C C n c 1 c 2 c [ O n ] 1 c 1 c O C C C O C O C 1 C C H C ( C ( O ) C 1 C 1 O 2 O 1 C 1 ) O 1 <eos> r <eos> c 5 c 1 B r l N C F n 1 C ( c ),15 19 15 5 13 19 6 23 8 23 23 23 23 23 8 15 15 8 15 19 15 15 19 15 23 15 8,1,CcC1,0,0,,0,1,0,COC(=O)c1ccccc1CC1CCCOCCOC1,True,True,1,True,,278.35,2.459,44.76,0.0,4.0,3.0,0.7967,3.0717,True,0.884,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
566,CCC(C)C(N)C(=O)N1CCC(O)C1,25,0,26.0,,<eos>,eos,<bos> C C C ( C ) C ( N ) C ( = O ) N 1 C C C ( O ) C 1 <eos> C <eos> 1 C C C 1 C 1 O C 1 <eos> <eos> O <eos> C C <eos> 2 O ( [ O ) ( C C c C ) C ] C ( C ) C [ C 2 ( = O ) C O C C ( O O ) C O - C 1 ( C 2 H ] 2 1 2 [ N ] 1 2 ) O 1 <eos> r <eos> o = n 1 [ o B F ( N c H ) 1 n ],15 15 15 5 15 6 15 5 18 6 15 5 13 19 6 18 8 15 15 15 5 19 6 15 8,1,O)C1,0,0,,0,1,0,CCC(C)C(N)C(=O)N1CCC(O)C1,True,True,1,False,,200.28,-0.047,66.56,2.0,3.0,3.0,0.6711,3.1753,True,0.884,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
642,CCC1(CO)C(=O)NC(=O)N(C)C1=O,27,0,28.0,,<eos>,eos,<bos> C C C 1 ( C O ) C ( = O ) N C ( = O ) N ( C ) C 1 = O <eos> c 1 C 1 <eos> 1 C l 1 <eos> 1 C = O 1 = O <eos> O ( F C c C 1 c c C O C ( C c C ) C C 1 C C H O 1 O ) C C ( C 4 ) C 3 C C N ( C ) C 1 2 C 2 [ N ] C 2 O O 1 s S o = o s c N H o 2 N = F 4 B 1 H (,15 15 15 8 5 15 19 6 15 5 13 19 6 18 15 5 13 19 6 18 5 15 6 15 8 13 19,O,C1=O,0,0,,0,1,0,CCC1(CO)C(=O)NC(=O)N(C)C1=O,True,True,1,True,,200.19,-0.917,86.71,2.0,4.0,2.0,0.5644,3.3517,True,0.884,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
160,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1,33,0,34.0,,<eos>,eos,<bos> N C c 1 c ( N ) n c ( - c 2 c c c c c 2 ) n c 1 - c 1 c c c c c 1 <eos> l <eos> 1 C F c C 1 <eos> <eos> c H c c 3 c c 1 c 1 = c c c c 1 c 1 C c 1 C c C c 2 C C [ O 3 O F 1 C C C C H ] ( O ) C [ C C 1 ] 2 1 C <eos> <eos> O 1 - F 2 s # S F ( s O B C S n H ) 1 [ r,18 15 23 8 23 5 18 6 25 23 5 7 23 9 23 23 23 23 23 9 6 25 23 8 7 23 8 23 23 23 23 23 8,1,ccc1,0,0,,0,1,0,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1,True,False,3,False,,276.34,2.852,77.82,2.0,4.0,3.0,0.7707,1.9713,True,0.8829,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
345,CC(=O)Oc1ccccc1C(=O)O,21,0,22.0,,<eos>,eos,<bos> C C ( = O ) O c 1 c c c c c 1 C ( = O ) O <eos> C s c C <eos> C <eos> C <eos> 1 C O C 1 <eos> <eos> <eos> <eos> O <eos> c 1 c 2 c 1 = O C ( C c C ) n C C C c 2 O C H <eos> c 1 C O C C C O 2 1 C 1 C C H 1 ( C ( O ) C 1 C 1 O 1 O ) C O - O 1 l = # H S = s [ C ] r 3 r = H s 3 2 =,15 15 5 13 19 6 19 23 8 23 23 23 23 23 8 15 5 13 19 6 19,O,=O)O,0,0,,0,1,0,CC(=O)Oc1ccccc1C(=O)O,True,True,1,False,,180.16,1.31,63.6,1.0,3.0,2.0,0.5501,1.58,True,0.882,Strong candidate,False,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
190,CCOc1cccc11OC(O)CCCOC1,22,0,23.0,,<eos>,eos,<bos> C C O c 1 c c c c 1 1 O C ( O ) C C C O C 1 <eos> 1 c 1 <eos> <eos> <eos> C <eos> C <eos> C O <eos> <eos> <eos> <eos> <eos> O <eos> <eos> 1 C N ( C ) O C O c c c C O c C C c 1 <eos> <eos> H <eos> 1 C ( O ) C C ( C ( = O C ) [ C ] H [ C ) C 1 2 1 2 1 N ] C <eos> <eos> O 1 r F # o 5 O o r 1 O 5 s 5 H = n 5 c #,15 15 19 23 8 23 23 23 23 8 8 19 15 5 19 6 15 15 15 19 15 8,1,COC1,0,0,,0,1,0,CCOC1=CC=CC12COCCCC(O)O2,True,True,1,True,,226.27,1.361,47.92,1.0,4.0,2.0,0.772,4.7767,True,0.8806,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
239,O=C(C)NC(=O)NCCc1ccccc1,23,0,24.0,,<eos>,eos,<bos> O = C ( C ) N C ( = O ) N C C c 1 c c c c c 1 <eos> <eos> 1 C C c C 1 <eos> <eos> 1 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> N C <eos> c <eos> C 2 = c c C C [ C c c H ] C 2 <eos> C 1 C C ( c O ) C C O C O = O [ C C - C H ] C 1 <eos> C <eos> C = [ N ] 1 2 [ O 1 # s H ] 2 O 1 N O B O 3 ( F # r 1 ) 3,19 13 15 5 15 6 18 15 5 13 19 6 18 15 15 23 8 23 23 23 23 23 8,1,ccc1,0,0,,0,1,0,CC(=O)NC(=O)NCCc1ccccc1,True,True,1,True,,206.25,1.075,58.2,2.0,2.0,3.0,0.7769,1.6266,True,0.8763,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
940,O=c1Nc2cccsc2nc2ccccc21,23,0,24.0,,<eos>,eos,<bos> O = c 1 N c 2 c c c s c 2 n c 2 c c c c c 2 1 <eos> <eos> 1 2 C C C 1 c n 1 O C C C 1 C O C N C O c ( c ) c 2 <eos> c c 1 c 1 <eos> 3 C c 1 C 1 c C 2 C ( O ) C C O C O C ( C ) C C = H ( C O C 1 [ C 1 C H ) 1 2 F O 1 r o s 4 c B H B c 3 F c H ] # C # B 4,19 13 23 8 18 23 9 23 23 23 28 23 9 25 23 9 23 23 23 23 23 9 8,1,cc21,0,0,,0,0,0,O=C1NC2=CC=CSC2=Nc2ccccc21,True,True,1,True,,228.28,2.604,41.46,1.0,3.0,0.0,0.7412,3.2588,True,0.8763,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
240,Nc1c(CC(=O)O)cccc(C(=O)c1ccc(Br)cc1)CC1,39,0,40.0,,<eos>,eos,<bos> N c 1 c ( C C ( = O ) O ) c c c c ( C ( = O ) c 1 c c c ( B r ) c c 1 ) C C 1 <eos> <eos> c 1 C c 1 <eos> c <eos> 2 C 2 c c c 2 O C C c c c C 2 <eos> 1 C c 1 <eos> C C O <eos> C <eos> H 2 [ C C 1 C ] ( C ) C 1 C 1 2 = H 1 C <eos> <eos> O 1 n l 5 r 5 l o N 5 F o C 1 B s n 5 S <eos>,18 23 8 23 5 15 15 5 13 19 6 19 6 23 23 23 23 5 15 5 13 19 6 23 8 23 23 23 5 14 27 6 23 23 8 6 15 15 8,1,)CC1,0,0,,0,2,0,NC1=C(CC(=O)O)C=CC=C2CCC=CC(Br)=CC=C1C2=O,True,True,1,True,,362.22,3.294,80.39,2.0,3.0,2.0,0.79,4.8402,True,0.8756,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
741,NCCCC(C)(C(=O)O)C(C),20,0,21.0,,<eos>,eos,<bos> N C C C C ( C ) ( C ( = O ) O ) C ( C ) <eos> <eos> c <eos> 1 C C 1 <eos> C 1 C C 1 <eos> C <eos> C <eos> <eos> <eos> <eos> <eos> 1 C C 2 ( F O c C c C c ) c 2 H C C C c C c C 1 <eos> c O C C O ( C O ) O C C [ C H ] ( C ) C H [ C 2 ] H 1 C 2 r O 1 <eos> l 5 o 2 s o 2 s # S s 1 H r B r 1 F,18 15 15 15 15 5 15 6 5 15 5 13 19 6 19 6 15 5 15 6,),C(C),0,0,,0,2,0,CCC(C)(CCCN)C(=O)O,True,True,1,True,,159.23,1.226,63.32,2.0,2.0,5.0,0.6337,3.0303,True,0.8737,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
360,CNCNc1ncnc2sc3c(c12)CCCC3,25,0,26.0,,<eos>,eos,<bos> C N C N c 1 n c n c 2 s c 3 c ( c 1 2 ) C C C C 3 <eos> c 1 c O c c 1 <eos> <eos> C <eos> <eos> <eos> <eos> O <eos> <eos> C <eos> c O O <eos> C C <eos> C c c <eos> c C c C <eos> c O C <eos> <eos> c <eos> c 2 1 C [ C C ( H 1 ( C ) O ) C ( O ) C 1 C 1 O ] 2 1 C 2 - O 1 r S ( F # N O n O l O r F O # C 2 B ),15 18 15 18 23 8 25 23 25 23 9 28 23 10 23 5 23 8 9 6 15 15 15 15 10,3,CCC3,0,0,,0,1,0,CNCNc1ncnc2sc3c(c12)CCCC3,True,True,1,True,,248.35,2.159,49.84,2.0,5.0,3.0,0.8173,2.6872,True,0.8669,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
297,CNC(=O)Cc1cccc2ccccc12,22,0,23.0,,<eos>,eos,<bos> C N C ( = O ) C c 1 c c c c 2 c c c c c 1 2 <eos> c c 1 1 <eos> C 1 C O C C C C C O C O C 1 C C <eos> C <eos> ( O ) C O <eos> C ( C 1 C ) C c 2 C H 1 C C 1 ( O ) C C 1 C O C O ( C ( C O ) C 2 O C 1 O 1 O 1 N ) C 1 <eos> O 1 r B F c n c o [ S o N ] n 4 r C 4 # c,15 18 15 5 13 19 6 15 23 8 23 23 23 23 9 23 23 23 23 23 8 9,2,cc12,0,0,,0,1,0,CNC(=O)Cc1cccc2ccccc12,True,True,1,True,,199.25,2.128,29.1,1.0,1.0,2.0,0.7883,1.5982,True,0.8629,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
