sample_index,raw_smiles,raw_length,first_bos_position,first_eos_position,first_pad_position,termination_token,termination_reason,raw_tokens,effective_token_ids,last_non_special_token,ending_motif,parenthesis_balance,bracket_balance,unmatched_ring_digits,unmatched_ring_count,max_parenthesis_depth,max_bracket_depth,canonical_smiles,is_valid_rdkit,is_unique_among_valid,valid_occurrences,is_novel_vs_reference,invalid_reason,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,qed_score,sa_score,passes_lipinski,clinical_score,scorer_recommendation,is_novel_scorer_flag,filter_status,filter_reason,research_status,validation_status
686,COc1ccccc1OCC(O)C1CNCCC1,24,0,25.0,,<eos>,eos,<bos> C O c 1 c c c c c 1 O C C ( O ) C 1 C N C C C 1 <eos> C 1 C C C 1 <eos> C 1 C c 1 <eos> <eos> C 1 O C C C 1 <eos> c = O <eos> C C c <eos> <eos> c <eos> <eos> O c c <eos> <eos> <eos> 1 C 1 <eos> <eos> <eos> C O C <eos> ( C 1 ) O C C C C ( C O ) 1 <eos> 1 O [ N ] 1 2 F O 1 r 2 ( s 5 l o n H F c C S = S 1 ) 5 <eos>,15 19 23 8 23 23 23 23 23 8 19 15 15 5 19 6 15 8 15 18 15 15 15 8,1,CCC1,0,0,,0,1,0,COc1ccccc1OCC(O)C1CCCNC1,True,True,1,True,,251.33,1.434,50.72,2.0,4.0,5.0,0.8311,2.9129,True,0.9038,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
385,Cc1cccc(C)c1N1C(=O)c2cccc(O)c2C1=O,34,0,35.0,,<eos>,eos,<bos> C c 1 c c c c ( C ) c 1 N 1 C ( = O ) c 2 c c c c ( O ) c 2 C 1 = O <eos> O <eos> N 2 c 2 c 1 c O 2 ( C c ) C 2 c H c 1 <eos> C <eos> c <eos> 2 c C C 1 C C = O C C O 1 C 1 C 1 C O 3 = C C ( O ) C 1 C C = O O 1 C O # O 1 s H s r s = H c ( - c O = H 1 ) C 2 F,15 23 8 23 23 23 23 5 15 6 23 8 18 8 15 5 13 19 6 23 9 23 23 23 23 5 19 6 23 9 15 8 13 19,O,C1=O,0,0,,0,1,0,Cc1cccc(C)c1N1C(=O)c2cccc(O)c2C1=O,True,False,2,False,,267.28,2.81,57.61,1.0,3.0,1.0,0.8082,2.1281,True,0.9006,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
704,CC(=O)Oc1ccccc1C(=O)N,21,0,22.0,,<eos>,eos,<bos> C C ( = O ) O c 1 c c c c c 1 C ( = O ) N <eos> <eos> 2 C O N c 1 C O C c 1 O C c 1 c 1 O c C 1 c 1 C ( = O C O O C ( C N C ) C ) c c C 2 <eos> c C <eos> <eos> C [ C ] <eos> 1 C 1 C <eos> C <eos> <eos> C ( C O C [ C 1 2 ] 2 1 C O ) O 1 # s N H C n 4 C H F N H F ( H n r 1 n,15 15 5 13 19 6 19 23 8 23 23 23 23 23 8 15 5 13 19 6 18,N,=O)N,0,0,,0,1,0,CC(=O)Oc1ccccc1C(N)=O,True,True,1,True,,179.17,0.711,69.39,1.0,3.0,2.0,0.5366,1.6474,True,0.9001,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
360,OCCNc1ncnc2sc3c(c12)C1CC3cc1,28,0,29.0,,<eos>,eos,<bos> O C C N c 1 n c n c 2 s c 3 c ( c 1 2 ) C 1 C C 3 c c 1 <eos> c <eos> c 1 1 <eos> <eos> 1 C 1 <eos> <eos> <eos> O <eos> C 1 C C c C 1 <eos> O <eos> O <eos> c c ( c c c 1 2 ( C ) 1 c 2 1 [ = O ) ] 2 1 O C 3 O = C ( C ) C [ C 1 2 ] 2 1 C 2 c O 1 s N ( F C B O N 1 l O N B 2 [ = r l ),19 15 15 18 23 8 25 23 25 23 9 28 23 10 23 5 23 8 9 6 15 8 15 15 10 23 23 8,1,3cc1,0,0,,0,1,0,OCCNc1ncnc2sc3c(c12)C1C=CC3C1,True,True,1,True,,259.33,2.236,58.04,2.0,5.0,3.0,0.8299,4.6711,True,0.8837,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
160,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1,33,0,34.0,,<eos>,eos,<bos> N C c 1 c ( N ) n c ( - c 2 c c c c c 2 ) n c 1 - c 1 c c c c c 1 <eos> c <eos> 1 C l 1 <eos> <eos> <eos> <eos> c 1 2 c 1 c 2 1 c 1 <eos> c c <eos> c c c 1 C c 1 C 1 1 c <eos> C <eos> C C C H C ( C O ) C <eos> O ( C ) <eos> [ C 1 = O 2 1 C ] S O 1 B l F s # C s 2 s o B N 1 n H o O l o,18 15 23 8 23 5 18 6 25 23 5 7 23 9 23 23 23 23 23 9 6 25 23 8 7 23 8 23 23 23 23 23 8,1,ccc1,0,0,,0,1,0,NCc1c(N)nc(-c2ccccc2)nc1-c1ccccc1,True,False,3,False,,276.34,2.852,77.82,2.0,4.0,3.0,0.7707,1.9713,True,0.8829,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
695,NC(=O)N1c2ccc(c2cC(=O)c2ccccc21),32,0,33.0,,<eos>,eos,<bos> N C ( = O ) N 1 c 2 c c c ( c 2 c C ( = O ) c 2 c c c c c 2 1 ) <eos> 1 C 1 <eos> C <eos> <eos> 2 c c 1 c c 1 ( = C ) C C c 3 c C c C C c 1 C 1 2 1 c 1 C ( = O ) C [ B C 1 C 2 C 1 C ] ( O ) C 1 C 3 = O 2 1 C <eos> <eos> O 1 # l 1 # = O o [ s F 5 ] s ( C = r 5 ),18 15 5 13 19 6 18 8 23 9 23 23 23 5 23 9 23 15 5 13 19 6 23 9 23 23 23 23 23 9 8 6,),c21),0,0,,0,2,0,NC(=O)n1c2cccc-2cc(=O)c2ccccc21,True,True,1,True,,238.25,2.033,65.09,1.0,2.0,0.0,0.6509,2.2731,True,0.8761,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
256,CC(Cc1ccccc1)C(=O)NC1CCC1,25,0,26.0,,<eos>,eos,<bos> C C ( C c 1 c c c c c 1 ) C ( = O ) N C 1 C C C 1 <eos> c c <eos> 1 C 1 c 1 O N c 2 ( C O ) O = C N O c c C 1 2 H <eos> ( C ) <eos> [ C O H ] <eos> O 1 C C C H = O O O C ( C 1 O O ) <eos> C C ( C ) C 1 C 1 2 O N 1 C 2 o O 1 <eos> O <eos> c 5 l s [ H 3 F 3 F 1 ] C 5 F S,15 15 5 15 23 8 23 23 23 23 23 8 6 15 5 13 19 6 18 15 8 15 15 15 8,1,CCC1,0,0,,0,1,0,CC(Cc1ccccc1)C(=O)NC1CCC1,True,True,1,True,,217.31,2.534,29.1,1.0,1.0,4.0,0.8247,2.1276,True,0.868,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
197,NC(C)CC(=O)N1CCCCC1,19,0,20.0,,<eos>,eos,<bos> N C ( C ) C C ( = O ) N 1 C C C C C 1 <eos> C <eos> 1 C B l 1 <eos> <eos> 1 C C 1 <eos> 1 C C 1 <eos> <eos> <eos> <eos> O <eos> c 1 C O c O C = C c O = C 2 C C C c 1 C C 1 C 1 c H C 1 O 1 C ( C 1 [ C 2 C C C ( O ) C 1 C 1 2 ] 2 1 C 2 ) O 1 r F 2 s S l 1 [ F o n C s - H C # l N,18 15 5 15 6 15 15 5 13 19 6 18 8 15 15 15 15 15 8,1,CCC1,0,0,,0,1,0,CC(N)CC(=O)N1CCCCC1,True,True,1,True,,170.26,0.736,46.33,1.0,2.0,2.0,0.664,2.383,True,0.8655,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
434,NCC(C)C(=O)N1CCCCC1,19,0,20.0,,<eos>,eos,<bos> N C C ( C ) C ( = O ) N 1 C C C C C 1 <eos> C <eos> N C <eos> l C <eos> C <eos> <eos> C <eos> <eos> 1 c C 1 <eos> <eos> <eos> c O <eos> c 1 C O c O C = C C O 3 C c C 1 C c 1 c C 1 C 1 c H C 1 C O C ( C ) [ C C C ] C ( C ) C [ C 1 2 ] 2 1 C 2 H O 1 n # N s = l H B N ( n C n - H ) 1 H 2,18 15 15 5 15 6 15 5 13 19 6 18 8 15 15 15 15 15 8,1,CCC1,0,0,,0,1,0,CC(CN)C(=O)N1CCCCC1,True,True,1,True,,170.26,0.594,46.33,1.0,2.0,2.0,0.6591,2.4563,True,0.8648,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
92,CCC(C)C(N)C(=O)N1CCCCCC1,24,0,25.0,,<eos>,eos,<bos> C C C ( C ) C ( N ) C ( = O ) N 1 C C C C C C 1 <eos> <eos> <eos> c 1 N O C 1 <eos> <eos> <eos> C 1 1 <eos> ( = O ) 1 1 C ( = O C ( C C [ C ] 2 C O ) C ) C [ C 2 C H O ( C ) H C ( O O ) O O - C 1 H C 2 1 ] 2 1 2 [ N 1 C ] # O 1 l o s C = F 1 ( O B 4 r H - H ) # r l,15 15 15 5 15 6 15 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15 15 8,1,CCC1,0,0,,0,1,0,CCC(C)C(N)C(=O)N1CCCCCC1,True,False,4,False,,212.34,1.762,46.33,1.0,2.0,3.0,0.7746,2.6481,True,0.8609,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
416,CC(C)CNC(CS(N)C(=O)N1CCCCC1),28,0,29.0,,<eos>,eos,<bos> C C ( C ) C N C ( C S ( N ) C ( = O ) N 1 C C C C C 1 ) <eos> 1 1 <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> <eos> C C C = O C <eos> C <eos> C <eos> <eos> c 2 C ( = c c ) c C C 1 C C H C ( [ O ) C ] 2 4 O O 3 C C C ( O O ) O C 1 = O 2 1 C 2 # O 1 n r 4 s 4 B = N H o 4 N s l ( = C ) 3,15 15 5 15 6 15 18 15 5 15 20 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15 8 6,),CC1),0,0,,0,2,0,CC(C)CNCC[SH](N)C(=O)N1CCCCC1,True,True,1,True,,261.43,1.713,58.36,3.0,3.0,5.0,0.5215,3.759,True,0.8605,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
763,CC(C)Cc1ccc(O)cc1CC(O)c1ccc(O)cc1,33,0,34.0,,<eos>,eos,<bos> C C ( C ) C c 1 c c c ( O ) c c 1 C C ( O ) c 1 c c c ( O ) c c 1 <eos> <eos> 1 C c 1 <eos> <eos> <eos> O <eos> C <eos> C c c C 1 C 1 <eos> ( O ) c 2 c O 1 [ C O ] c C C O = O O C C ( C 1 C 2 ) c <eos> c ( C ) 1 1 C 1 = O N 1 C <eos> <eos> O 1 o 5 s o n # o ( H o n H ( F 5 c - S F,15 15 5 15 6 15 23 8 23 23 23 5 19 6 23 23 8 15 15 5 19 6 23 8 23 23 23 5 19 6 23 23 8,1,)cc1,0,0,,0,1,0,CC(C)Cc1ccc(O)cc1CC(O)c1ccc(O)cc1,True,True,1,True,,286.37,3.572,60.69,3.0,3.0,5.0,0.7871,2.657,True,0.8602,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
431,CCOc1nc(CC(C)=O)c1,18,0,19.0,,<eos>,eos,<bos> C C O c 1 n c ( C C ( C ) = O ) c 1 <eos> c n c 1 C 1 C <eos> C 1 = O C c 1 <eos> <eos> c c 1 2 C c 1 C C N O c c O 1 N C c c 2 c c 1 <eos> c c c <eos> ( c C C ( O ) O ) C C ( C O C O ) C C C H O 2 1 1 2 1 2 [ N 1 C ] c O 1 # o F s l S H n s c 2 N F 4 H C 4 # F,15 15 19 23 8 25 23 5 15 15 5 15 6 13 19 6 23 8,1,O)c1,0,0,,0,2,0,CCOC1=NC(CC(C)=O)=C1,True,True,1,True,,153.18,1.298,38.66,0.0,3.0,3.0,0.6125,3.1896,True,0.8583,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
99,CCC(C)C(N)C(=O)N1CCCCC1,23,0,24.0,,<eos>,eos,<bos> C C C ( C ) C ( N ) C ( = O ) N 1 C C C C C 1 <eos> <eos> <eos> <eos> ( O C ) <eos> 1 C 1 <eos> C 1 1 <eos> <eos> = O c 1 1 C ( c O ( C C C [ C ] ( O ) C [ c C ] ) 2 C H O ( C ) O C ( O O ) O ) - C 1 H F 2 1 <eos> 2 1 2 [ N 1 C ] <eos> O 1 o r ( C = O 1 ( S B c r s ) r = C l ),15 15 15 5 15 6 15 5 18 6 15 5 13 19 6 18 8 15 15 15 15 15 8,1,CCC1,0,0,,0,1,0,CCC(C)C(N)C(=O)N1CCCCC1,True,False,3,False,,198.31,1.372,46.33,1.0,2.0,3.0,0.7442,2.6619,True,0.8567,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
566,CCC(C)C(N)C(=O)N1CCC(C)C1,25,0,26.0,,<eos>,eos,<bos> C C C ( C ) C ( N ) C ( = O ) N 1 C C C ( C ) C 1 <eos> <eos> 1 C 1 <eos> C 1 1 <eos> <eos> C 1 1 <eos> <eos> <eos> O <eos> C 1 C ( c O C ( C C c ( C ) C ) C c 1 C H ) 2 C H O ( C ) C C ( O O ) O O - C 1 H C 2 1 <eos> 2 1 2 [ N 1 C ] <eos> O 1 r o s 4 S F s H = o H r H B # = l 1 F,15 15 15 5 15 6 15 5 18 6 15 5 13 19 6 18 8 15 15 15 5 15 6 15 8,1,C)C1,0,0,,0,1,0,CCC(C)C(N)C(=O)N1CCC(C)C1,True,True,1,True,,198.31,1.228,46.33,1.0,2.0,3.0,0.7411,3.0532,True,0.8562,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
155,CCC(C)CCNOC(=O)N1CCCCCC1,24,0,25.0,,<eos>,eos,<bos> C C C ( C ) C C N O C ( = O ) N 1 C C C C C C 1 <eos> C <eos> C O C <eos> <eos> 1 C 1 <eos> <eos> <eos> <eos> <eos> ( = O ) ( = O ( c O ( C C C [ C ] ( O ) ( [ c C ] C 2 C H O ( C C ) C ( O O ) O ) C C 1 2 F O ) O 2 1 2 [ N ] C 2 ) O 1 r # F C = O s S H B c [ H ) H s 1 ] 2,15 15 15 5 15 6 15 15 18 19 15 5 13 19 6 18 8 15 15 15 15 15 15 8,1,CCC1,0,0,,0,1,0,CCC(C)CCNOC(=O)N1CCCCCC1,True,True,1,True,,242.36,2.94,41.57,1.0,3.0,5.0,0.5951,2.9938,True,0.8558,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
904,CC(C)C(C)C(=O)Cc1cccnc1,23,0,24.0,,<eos>,eos,<bos> C C ( C ) C ( C ) C ( = O ) C c 1 c c c n c 1 <eos> C ( C O ) = O <eos> C 1 C c O c 1 <eos> C c c C C <eos> c C 1 c c 1 <eos> C [ c C c C c O C c C c C 1 C ( O ) C C O C O ] ( = O ) C = c 1 2 C c 1 C 1 = O N 1 C O r O 1 H S 3 n = l O [ s N n C - N H C n 3 (,15 15 5 15 6 15 5 15 6 15 5 13 19 6 15 23 8 23 23 23 25 23 8,1,cnc1,0,0,,0,1,0,CC(C)C(C)C(=O)Cc1cccnc1,True,True,1,True,,191.27,2.485,29.96,0.0,2.0,4.0,0.7315,2.664,True,0.8549,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
717,O=C1c2ccccc2C(=O)C1c1ccccc1,27,0,28.0,,<eos>,eos,<bos> O = C 1 c 2 c c c c c 2 C ( = O ) C 1 c 1 c c c c c 1 <eos> <eos> c <eos> <eos> <eos> <eos> 1 2 C 1 C O 2 <eos> c 1 C 2 C c = O 1 c C C c 1 C c O 1 c 1 1 1 2 1 C 1 C O O 2 O C 1 ( C 1 [ C ) c 1 c ( C c C 1 C 3 = O H ) C ] 3 O 1 n 5 [ H 5 F 4 # H o N O F 2 H = B = -,19 13 15 8 23 9 23 23 23 23 23 9 15 5 13 19 6 15 8 23 8 23 23 23 23 23 8,1,ccc1,0,0,,0,1,0,O=C1c2ccccc2C(=O)C1c1ccccc1,True,True,1,False,,222.24,2.849,34.14,0.0,2.0,1.0,0.6951,1.8469,True,0.8498,Strong candidate,True,filtered_in,passed_all_filters,filtered_computational_candidate,rdkit_valid_not_experimentally_validated
